,t,u0,u1,y
1185,7189.0,1.0,3.1851080246913584e-09,
1186,7195.0,1.0,3.1902006172839507e-09,
1187,7201.0,1.0,3.195293209876543e-09,
1188,7207.0,1.0,3.200385802469136e-09,
1189,7213.0,1.0,3.2054783950617283e-09,
1190,7219.0,1.0,3.210570987654321e-09,
1191,7225.0,1.0,3.2156635802469137e-09,
1192,7231.0,1.0,3.2207561728395068e-09,
1193,7237.0,1.0,3.2258487654320986e-09,
1194,7245.0,1.0,3.2326388888888887e-09,
1195,7249.0,1.0,3.2360339506172844e-09,
1196,7255.0,1.0,3.2411265432098767e-09,
1197,7263.0,1.0,3.2479166666666664e-09,
1198,7269.0,1.0,3.2530092592592595e-09,
1199,7273.0,1.0,3.2564043209876543e-09,
1200,7279.0,1.0,3.2614969135802466e-09,
1201,7285.0,1.0,3.2665895061728397e-09,
1202,7291.0,1.0,3.271682098765432e-09,
1203,7297.0,1.0,3.2767746913580247e-09,
1204,7303.000000000001,1.0,3.281867283950618e-09,
1205,7309.000000000001,1.0,3.286959876543211e-09,
1206,7315.000000000001,1.0,3.292052469135803e-09,
1207,7321.000000000001,1.0,3.2971450617283962e-09,
1208,7327.000000000001,1.0,3.3022376543209885e-09,
1209,7333.000000000001,1.0,3.3073302469135808e-09,
1210,7341.000000000001,1.0,3.314120370370371e-09,97.0
1211,7345.000000000001,1.0,3.3175154320987665e-09,
1212,7351.000000000001,1.0,3.3226080246913584e-09,
1213,7357.000000000001,1.0,3.3277006172839515e-09,
1214,7363.000000000001,1.0,3.332793209876544e-09,
1215,7369.000000000001,1.0,3.337885802469137e-09,
1216,7375.000000000001,1.0,3.342978395061729e-09,
1217,7381.000000000001,1.0,3.3480709876543222e-09,
1218,7387.000000000001,1.0,3.3531635802469145e-09,
1219,7393.000000000001,1.0,3.3582561728395068e-09,
1220,7399.000000000001,1.0,3.3633487654321e-09,
1221,7405.000000000001,1.0,3.368441358024692e-09,
1222,7411.000000000001,1.0,3.3735339506172844e-09,
1223,7417.000000000001,1.0,3.3786265432098775e-09,
1224,7423.000000000001,1.0,3.38371913580247e-09,
1225,7429.000000000001,1.0,3.3888117283950625e-09,
1226,7435.000000000001,1.0,3.393904320987655e-09,
1227,7441.000000000001,1.0,3.3989969135802482e-09,
1228,7447.000000000001,1.0,3.4040895061728405e-09,
1229,7453.000000000001,1.0,3.4091820987654328e-09,
1230,7459.000000000001,1.0,3.414274691358026e-09,
1231,7465.000000000001,1.0,3.419367283950618e-09,
1232,7473.000000000001,1.0,3.4261574074074083e-09,
1233,7477.000000000001,1.0,3.4295524691358035e-09,
1234,7483.000000000001,1.0,3.434645061728396e-09,
1235,7489.000000000001,1.0,3.439737654320988e-09,
1236,7495.000000000001,1.0,3.444830246913581e-09,
1237,7501.000000000001,1.0,3.449922839506174e-09,
1238,7507.000000000001,1.0,3.455015432098766e-09,
1239,7513.000000000001,1.0,3.460108024691359e-09,
1240,7519.000000000001,1.0,3.465200617283952e-09,
1241,7525.000000000001,1.0,3.470293209876544e-09,
1242,7531.000000000001,1.0,3.4753858024691364e-09,
1243,7537.000000000001,1.0,3.4804783950617295e-09,
1244,7543.000000000001,1.0,3.485570987654322e-09,
1245,7549.000000000001,1.0,3.490663580246914e-09,
1246,7555.000000000001,1.0,3.495756172839507e-09,
1247,7561.000000000001,1.0,3.5008487654320994e-09,
1248,7567.000000000001,1.0,3.505941358024692e-09,
1249,7573.000000000001,1.0,3.511033950617285e-09,
1250,7579.000000000001,1.0,3.516126543209878e-09,
1251,7585.000000000001,1.0,3.5212191358024698e-09,
1252,7591.000000000001,1.0,3.5263117283950625e-09,
1253,7597.000000000001,1.0,3.5314043209876556e-09,
1254,7603.000000000001,1.0,3.536496913580248e-09,
1255,7609.000000000001,1.0,3.54158950617284e-09,
1256,7615.000000000001,1.0,3.546682098765433e-09,
1257,7621.000000000001,1.0,3.5517746913580255e-09,
1258,7627.000000000001,1.0,3.5568672839506177e-09,
1259,7633.000000000001,1.0,3.561959876543211e-09,
1260,7639.000000000001,1.0,3.567052469135803e-09,
1261,7645.000000000001,1.0,3.5721450617283958e-09,
1262,7651.000000000001,1.0,3.5772376543209885e-09,
1263,7657.000000000001,1.0,3.5823302469135816e-09,
1264,7663.000000000001,1.0,3.587422839506174e-09,
1265,7671.000000000001,1.0,3.5942129629629635e-09,
1266,7675.000000000001,1.0,3.597608024691359e-09,
1267,7681.000000000001,1.0,3.6027006172839515e-09,
1268,7687.000000000001,1.0,3.6077932098765437e-09,
1269,7693.000000000001,1.0,3.612885802469137e-09,
1270,7699.000000000001,1.0,3.617978395061729e-09,
1271,7705.000000000001,1.0,3.623070987654322e-09,
1272,7711.000000000001,1.0,3.6281635802469145e-09,
1273,7717.000000000001,1.0,3.6332561728395076e-09,
1274,7723.000000000001,1.0,3.6383487654320994e-09,
1275,7729.000000000001,1.0,3.643441358024692e-09,
1276,7735.000000000001,1.0,3.6485339506172852e-09,
1277,7741.000000000001,1.0,3.6536265432098775e-09,
1278,7747.000000000001,1.0,3.6587191358024698e-09,
1279,7753.000000000001,1.0,3.663811728395063e-09,
1280,7759.000000000001,1.0,3.668904320987655e-09,
1281,7765.000000000001,1.0,3.673996913580248e-09,
1282,7773.000000000001,1.0,3.680787037037038e-09,
1283,7777.000000000001,1.0,3.6841820987654328e-09,
1284,7783.000000000001,1.0,3.6892746913580255e-09,
1285,7789.000000000001,1.0,3.694367283950618e-09,
1286,7795.000000000001,1.0,3.6994598765432112e-09,
1287,7801.000000000001,1.0,3.704552469135803e-09,
1288,7807.000000000001,1.0,3.7096450617283958e-09,
1289,7813.000000000001,1.0,3.714737654320989e-09,
1290,7819.000000000001,1.0,3.719830246913581e-09,
1291,7825.000000000001,1.0,3.7249228395061734e-09,
1292,7831.000000000001,1.0,3.730015432098766e-09,
1293,7837.000000000001,1.0,3.735108024691359e-09,
1294,7843.000000000001,1.0,3.7402006172839515e-09,
1295,7849.000000000001,1.0,3.7452932098765446e-09,
1296,7855.000000000001,1.0,3.750385802469137e-09,
1297,7861.000000000001,1.0,3.755478395061729e-09,
1298,7867.000000000001,1.0,3.760570987654322e-09,
1299,7873.000000000001,1.0,3.7656635802469145e-09,
1300,7879.000000000001,1.0,3.770756172839507e-09,
1301,7885.000000000001,1.0,3.7758487654321e-09,
1302,7891.000000000001,1.0,3.780941358024692e-09,
1303,7897.000000000001,1.0,3.786033950617285e-09,
1304,7903.000000000001,1.0,3.7911265432098775e-09,
1305,7909.000000000001,1.0,3.7962191358024706e-09,
1306,7915.000000000001,1.0,3.801311728395063e-09,
1307,7921.000000000001,1.0,3.806404320987655e-09,
1308,7927.000000000001,1.0,3.811496913580248e-09,
1309,7933.000000000001,1.0,3.8165895061728405e-09,
1310,7939.000000000001,1.0,3.821682098765433e-09,
1311,7945.000000000001,1.0,3.826774691358026e-09,
1312,7951.000000000001,1.0,3.831867283950618e-09,
1313,7957.000000000001,1.0,3.83695987654321e-09,
1314,7963.000000000001,1.0,3.8420524691358035e-09,
1315,7969.000000000001,1.0,3.847145061728397e-09,
1316,7975.000000000001,1.0,3.852237654320989e-09,
1317,7981.000000000001,1.0,3.857330246913581e-09,
1318,7987.000000000001,1.0,3.862422839506174e-09,
1319,7993.000000000001,1.0,3.8675154320987665e-09,
1320,7999.000000000001,1.0,3.872608024691359e-09,
1321,8005.000000000001,1.0,3.877700617283952e-09,
1322,8011.000000000001,1.0,3.882793209876544e-09,
1323,8017.000000000001,1.0,3.887885802469136e-09,
1324,8023.000000000001,1.0,3.8929783950617295e-09,
1325,8029.000000000001,1.0,3.898070987654322e-09,
1326,8035.000000000001,1.0,3.903163580246915e-09,
1327,8041.000000000001,1.0,3.908256172839507e-09,
1328,8047.000000000001,1.0,3.9133487654321e-09,
1329,8053.000000000001,1.0,3.9184413580246925e-09,
1330,8059.000000000001,1.0,3.923533950617285e-09,
1331,8065.000000000001,1.0,3.928626543209878e-09,
1332,8071.000000000001,1.0,3.93371913580247e-09,
1333,8077.000000000001,1.0,3.9388117283950624e-09,
1334,8083.000000000001,1.0,3.9439043209876555e-09,
1335,8089.000000000001,1.0,3.948996913580248e-09,
1336,8095.000000000001,1.0,3.954089506172841e-09,
1337,8101.000000000001,1.0,3.959182098765433e-09,
1338,8107.000000000001,1.0,3.9642746913580254e-09,
1339,8113.000000000001,1.0,3.9693672839506185e-09,
1340,8119.000000000001,1.0,3.974459876543211e-09,
1341,8125.000000000001,1.0,3.979552469135804e-09,
1342,8131.000000000001,1.0,3.984645061728396e-09,
1343,8137.000000000001,1.0,3.9897376543209884e-09,
1344,8143.000000000001,1.0,3.9948302469135815e-09,
1345,8149.000000000001,1.0,3.999922839506174e-09,
1346,8155.000000000001,1.0,4.005015432098767e-09,
1347,8161.000000000001,1.0,4.010108024691359e-09,
1348,8167.000000000001,1.0,4.0152006172839514e-09,
1349,8173.000000000001,1.0,4.0202932098765445e-09,
1350,8179.000000000001,1.0,4.025385802469137e-09,
1351,8185.000000000001,1.0,4.030478395061729e-09,
1352,8191.000000000001,1.0,4.035570987654322e-09,
1353,8197.0,1.0,4.040663580246914e-09,
1354,8203.0,1.0,4.045756172839506e-09,
1355,8209.0,1.0,4.050848765432099e-09,
1356,8215.0,1.0,4.055941358024691e-09,
1357,8221.0,1.0,4.061033950617284e-09,
1358,8227.0,1.0,4.066126543209877e-09,
1359,8233.0,1.0,4.071219135802469e-09,
1360,8239.0,1.0,4.076311728395062e-09,
1361,8245.0,1.0,4.081404320987654e-09,
1362,8251.0,1.0,4.086496913580247e-09,
1363,8257.0,1.0,4.09158950617284e-09,
1364,8263.0,1.0,4.096682098765432e-09,
1365,8269.0,1.0,4.101774691358025e-09,
1366,8275.0,1.0,4.106867283950617e-09,
1367,8281.0,1.0,4.1119598765432096e-09,
1368,8287.0,1.0,4.117052469135803e-09,
1369,8293.0,1.0,4.122145061728395e-09,
1370,8299.0,1.0,4.127237654320988e-09,
1371,8305.0,1.0,4.13233024691358e-09,67.0
1372,8311.0,1.0,4.1374228395061726e-09,
1373,8317.0,1.0,4.142515432098766e-09,
1374,8323.0,1.0,4.147608024691358e-09,
1375,8329.0,1.0,4.152700617283951e-09,
1376,8335.0,1.0,4.157793209876543e-09,
1377,8341.0,1.0,4.1628858024691356e-09,
1378,8347.0,1.0,4.167978395061729e-09,
1379,8353.0,1.0,4.173070987654321e-09,
1380,8359.0,1.0,4.178163580246914e-09,
1381,8365.0,1.0,4.183256172839506e-09,
1382,8371.0,1.0,4.1883487654320986e-09,
1383,8377.0,1.0,4.193441358024692e-09,
1384,8383.0,1.0,4.198533950617284e-09,
1385,8389.0,1.0,4.203626543209877e-09,
1386,8395.0,1.0,4.208719135802469e-09,
1387,8401.0,1.0,4.2138117283950616e-09,
1388,8407.0,1.0,4.218904320987655e-09,
1389,8413.0,1.0,4.223996913580247e-09,
1390,8419.0,1.0,4.22908950617284e-09,
1391,8425.0,1.0,4.234182098765432e-09,
1392,8431.0,1.0,4.2392746913580246e-09,
1393,8437.0,1.0,4.244367283950618e-09,
1394,8443.0,1.0,4.24945987654321e-09,
1395,8449.0,1.0,4.254552469135802e-09,
1396,8455.0,1.0,4.259645061728395e-09,
1397,8461.0,1.0,4.264737654320988e-09,
1398,8467.0,1.0,4.269830246913581e-09,
1399,8473.0,1.0,4.274922839506173e-09,
1400,8479.0,1.0,4.280015432098765e-09,
1401,8485.0,1.0,4.285108024691358e-09,
1402,8491.0,1.0,4.290200617283951e-09,
1403,8497.0,1.0,4.295293209876544e-09,
1404,8503.0,1.0,4.300385802469136e-09,
1405,8509.0,1.0,4.305478395061728e-09,
1406,8515.0,1.0,4.310570987654321e-09,
1407,8521.0,1.0,4.315663580246914e-09,
1408,8527.0,1.0,4.320756172839507e-09,
1409,8533.0,1.0,4.325848765432099e-09,
1410,8539.0,1.0,4.330941358024691e-09,
1411,8545.0,1.0,4.336033950617284e-09,
1412,8551.0,1.0,4.341126543209877e-09,
1413,8557.0,1.0,4.34621913580247e-09,
1414,8563.0,1.0,4.351311728395062e-09,
1415,8569.0,1.0,4.356404320987654e-09,
1416,8575.0,1.0,4.361496913580247e-09,
1417,8581.0,1.0,4.36658950617284e-09,
1418,8591.0,1.0,4.3750771604938276e-09,
1419,8599.0,1.0,4.381867283950617e-09,
1420,8605.0,1.0,4.38695987654321e-09,
1421,8611.0,1.0,4.392052469135803e-09,
1422,8617.0,1.0,4.397145061728396e-09,
1423,8623.0,1.0,4.402237654320988e-09,
1424,8629.0,1.0,4.40733024691358e-09,
1425,8635.0,1.0,4.412422839506173e-09,
1426,8641.0,1.0,4.417515432098766e-09,
1427,8649.0,1.0,4.424305555555555e-09,
1428,8653.0,1.0,4.427700617283951e-09,
1429,8659.0,1.0,4.432793209876543e-09,
1430,8665.0,1.0,4.437885802469136e-09,
1431,8671.0,1.0,4.442978395061729e-09,
1432,8677.0,1.0,4.448070987654321e-09,
1433,8683.0,1.0,4.453163580246914e-09,
1434,8689.0,1.0,4.458256172839506e-09,
1435,8695.0,1.0,4.463348765432099e-09,
1436,8701.0,1.0,4.468441358024692e-09,
1437,8707.0,1.0,4.473533950617284e-09,
1438,8715.0,1.0,4.480324074074074e-09,
1439,8719.0,1.0,4.483719135802469e-09,
1440,8725.0,1.0,4.4888117283950616e-09,
1441,8731.0,1.0,4.493904320987655e-09,
1442,8737.0,1.0,4.498996913580247e-09,
1443,8743.0,1.0,4.504089506172839e-09,
1444,8749.0,1.0,4.509182098765432e-09,
1445,8755.0,1.0,4.514274691358025e-09,
1446,8761.0,1.0,4.519367283950617e-09,
1447,8767.0,1.0,4.52445987654321e-09,
1448,8773.0,1.0,4.529552469135803e-09,
1449,8779.0,1.0,4.5346450617283945e-09,
1450,8785.0,1.0,4.539737654320988e-09,
1451,8791.0,1.0,4.544830246913581e-09,
1452,8797.0,1.0,4.549922839506172e-09,
1453,8803.0,1.0,4.555015432098766e-09,
1454,8809.0,1.0,4.560108024691358e-09,
1455,8815.0,1.0,4.5652006172839506e-09,
1456,8821.0,1.0,4.570293209876544e-09,
1457,8827.0,1.0,4.575385802469136e-09,
1458,8833.0,1.0,4.580478395061729e-09,
1459,8839.0,1.0,4.585570987654321e-09,
1460,8845.0,1.0,4.590663580246914e-09,
1461,8851.0,1.0,4.595756172839507e-09,
1462,8857.0,1.0,4.600848765432099e-09,
1463,8863.0,1.0,4.605941358024691e-09,
1464,8869.0,1.0,4.611033950617284e-09,
1465,8875.0,1.0,4.616126543209877e-09,
1466,8881.0,1.0,4.621219135802469e-09,
1467,8887.0,1.0,4.626311728395062e-09,
1468,8893.0,1.0,4.631404320987655e-09,
1469,8901.0,1.0,4.638194444444444e-09,
1470,8905.0,1.0,4.64158950617284e-09,
1471,8911.0,1.0,4.646682098765433e-09,
1472,8917.0,1.0,4.651774691358024e-09,
1473,8923.0,1.0,4.656867283950618e-09,
1474,8929.0,1.0,4.66195987654321e-09,
1475,8935.0,1.0,4.667052469135802e-09,
1476,8941.0,1.0,4.672145061728396e-09,
1477,8949.0,1.0,4.678935185185185e-09,
1478,8953.0,1.0,4.6823302469135794e-09,
1479,8959.0,1.0,4.687422839506173e-09,
1480,8965.0,1.0,4.692515432098766e-09,
1481,8971.0,1.0,4.697608024691359e-09,
1482,8977.0,1.0,4.702700617283951e-09,
1483,8985.0,0.0,4.709490740740741e-09,
1484,8989.0,0.0,4.712885802469136e-09,
1485,8995.0,0.0,4.717978395061729e-09,
1486,9003.0,0.0,4.721064814814815e-09,
1487,9007.0,0.0,4.7195216049382715e-09,
1488,9013.0,0.0,4.717206790123457e-09,
1489,9019.0,0.0,4.714891975308642e-09,
1490,9025.0,0.0,4.712577160493827e-09,
1491,9031.0,0.0,4.7102623456790125e-09,
1492,9037.0,0.0,4.707947530864198e-09,
1493,9043.0,0.0,4.705632716049382e-09,
1494,9049.0,0.0,4.7033179012345675e-09,
1495,9055.0,0.0,4.701003086419753e-09,
1496,9061.0,0.0,4.698688271604938e-09,
1497,9067.0,0.0,4.696373456790123e-09,
1498,9073.0,0.0,4.694058641975309e-09,
1499,9079.0,0.0,4.691743827160495e-09,
1500,9085.0,0.0,4.689429012345678e-09,
1501,9091.0,0.0,4.687114197530864e-09,
1502,9097.0,0.0,4.6847993827160495e-09,
1503,9103.0,0.0,4.682484567901235e-09,
1504,9109.0,0.0,4.68016975308642e-09,
1505,9115.0,0.0,4.677854938271605e-09,
1506,9121.0,0.0,4.6755401234567906e-09,
1507,9127.0,0.0,4.673225308641976e-09,
1508,9133.0,0.0,4.67091049382716e-09,
1509,9139.0,0.0,4.6685956790123455e-09,
1510,9145.0,0.0,4.666280864197531e-09,
1511,9151.0,0.0,4.663966049382716e-09,
1512,9157.0,0.0,4.661651234567901e-09,
1513,9163.0,0.0,4.6593364197530865e-09,
1514,9169.0,0.0,4.657021604938272e-09,
1515,9175.0,0.0,4.654706790123456e-09,
1516,9181.0,0.0,4.6523919753086415e-09,
1517,9187.0,0.0,4.650077160493827e-09,
1518,9193.0,0.0,4.647762345679012e-09,
1519,9201.0,0.0,4.644675925925926e-09,
1520,9205.0,0.0,4.643132716049383e-09,
1521,9211.0,0.0,4.6408179012345686e-09,
1522,9217.0,0.0,4.638503086419754e-09,
1523,9223.0,0.0,4.636188271604938e-09,
1524,9229.0,0.0,4.6338734567901235e-09,
1525,9235.0,0.0,4.631558641975309e-09,
1526,9241.0,0.0,4.629243827160494e-09,
1527,9247.0,0.0,4.626929012345679e-09,
1528,9253.0,0.0,4.6246141975308645e-09,
1529,9259.0,0.0,4.62229938271605e-09,
1530,9265.0,0.0,4.619984567901234e-09,
1531,9271.0,0.0,4.6176697530864195e-09,
1532,9277.0,0.0,4.615354938271605e-09,
1533,9283.0,0.0,4.61304012345679e-09,
1534,9289.0,0.0,4.610725308641975e-09,
1535,9295.0,0.0,4.6084104938271605e-09,
1536,9303.0,0.0,4.605324074074074e-09,
1537,9307.0,0.0,4.603780864197531e-09,
1538,9313.0,0.0,4.6014660493827154e-09,
1539,9319.0,0.0,4.599151234567901e-09,
1540,9325.0,0.0,4.596836419753086e-09,
1541,9331.0,0.0,4.594521604938271e-09,
1542,9337.0,0.0,4.592206790123457e-09,
1543,9347.0,0.0,4.588348765432099e-09,
1544,9355.0,0.0,4.585262345679012e-09,72.0
1545,9361.0,0.0,4.5829475308641975e-09,
1546,9367.0,0.0,4.580632716049383e-09,
1547,9373.0,0.0,4.578317901234568e-09,
1548,9379.0,0.0,4.576003086419753e-09,
1549,9385.0,0.0,4.5736882716049385e-09,
1550,9391.0,0.0,4.571373456790124e-09,
1551,9397.0,0.0,4.569058641975309e-09,
1552,9403.0,0.0,4.5667438271604935e-09,
1553,9409.0,0.0,4.564429012345679e-09,
1554,9415.0,0.0,4.562114197530864e-09,
1555,9421.0,0.0,4.559799382716049e-09,
1556,9427.0,0.0,4.5574845679012345e-09,
1557,9433.0,0.0,4.55516975308642e-09,
1558,9441.0,0.0,4.552083333333333e-09,
1559,9445.0,0.0,4.5505401234567894e-09,
1560,9451.0,0.0,4.548225308641975e-09,
1561,9457.0,0.0,4.54591049382716e-09,
1562,9463.0,0.0,4.543595679012346e-09,
1563,9469.0,0.0,4.541280864197531e-09,
1564,9475.0,0.0,4.5389660493827165e-09,
1565,9481.0,0.0,4.536651234567902e-09,
1566,9487.0,0.0,4.534336419753087e-09,
1567,9493.0,0.0,4.5320216049382715e-09,
1568,9499.0,0.0,4.529706790123457e-09,
1569,9505.0,0.0,4.527391975308642e-09,
1570,9511.0,0.0,4.525077160493827e-09,
1571,9517.0,0.0,4.5227623456790125e-09,
1572,9523.0,0.0,4.520447530864198e-09,
1573,9529.0,0.0,4.518132716049383e-09,
1574,9535.0,0.0,4.5158179012345675e-09,
1575,9541.0,0.0,4.513503086419753e-09,
1576,9547.0,0.0,4.511188271604938e-09,
1577,9553.0,0.0,4.508873456790123e-09,
1578,9559.0,0.0,4.5065586419753085e-09,
1579,9565.0,0.0,4.504243827160494e-09,
1580,9571.0,0.0,4.501929012345679e-09,
1581,9577.0,0.0,4.499614197530865e-09,
1582,9583.0,0.0,4.497299382716049e-09,
1583,9589.0,0.0,4.494984567901234e-09,
1584,9595.0,0.0,4.49266975308642e-09,
1585,9601.0,0.0,4.490354938271605e-09,
1586,9607.0,0.0,4.4880401234567905e-09,
1587,9613.0,0.0,4.485725308641976e-09,
1588,9619.0,0.0,4.483410493827161e-09,
1589,9625.0,0.0,4.4810956790123455e-09,
1590,9631.0,0.0,4.478780864197531e-09,
1591,9637.0,0.0,4.476466049382716e-09,
1592,9643.0,0.0,4.474151234567901e-09,
1593,9649.0,0.0,4.4718364197530865e-09,
1594,9655.0,0.0,4.469521604938272e-09,
1595,9661.0,0.0,4.467206790123457e-09,
1596,9667.0,0.0,4.464891975308642e-09,
1597,9673.0,0.0,4.462577160493827e-09,
1598,9679.0,0.0,4.460262345679012e-09,
1599,9685.0,0.0,4.457947530864197e-09,
1600,9691.0,0.0,4.4556327160493825e-09,
1601,9697.0,0.0,4.453317901234568e-09,
1602,9703.0,0.0,4.451003086419753e-09,
1603,9709.0,0.0,4.448688271604939e-09,
1604,9715.0,0.0,4.446373456790123e-09,
1605,9721.0,0.0,4.444058641975309e-09,
1606,9727.0,0.0,4.441743827160494e-09,
1607,9733.0,0.0,4.439429012345679e-09,
1608,9739.0,0.0,4.4371141975308645e-09,
1609,9745.0,0.0,4.43479938271605e-09,
1610,9751.0,0.0,4.432484567901234e-09,
1611,9757.0,0.0,4.4301697530864195e-09,
1612,9763.0,0.0,4.427854938271605e-09,
1613,9769.0,0.0,4.42554012345679e-09,
1614,9775.0,0.0,4.423225308641975e-09,
1615,9781.0,0.0,4.4209104938271605e-09,
1616,9787.0,0.0,4.418595679012346e-09,
1617,9793.0,0.0,4.416280864197531e-09,
1618,9799.0,0.0,4.413966049382716e-09,
1619,9805.0,0.0,4.4116512345679015e-09,
1620,9811.0,0.0,4.409336419753087e-09,
1621,9817.0,0.0,4.407021604938271e-09,
1622,9823.0,0.0,4.4047067901234565e-09,
1623,9829.0,0.0,4.402391975308642e-09,
1624,9835.0,0.0,4.400077160493828e-09,
1625,9843.0,0.0,4.39699074074074e-09,
1626,9847.0,0.0,4.3954475308641975e-09,
1627,9853.0,0.0,4.393132716049383e-09,
1628,9859.0,0.0,4.390817901234568e-09,
1629,9865.0,0.0,4.388503086419753e-09,
1630,9871.0,0.0,4.3861882716049385e-09,
1631,9877.0,0.0,4.383873456790124e-09,
1632,9883.0,0.0,4.381558641975308e-09,
1633,9889.0,0.0,4.3792438271604934e-09,
1634,9895.0,0.0,4.376929012345679e-09,
1635,9901.0,0.0,4.374614197530865e-09,
1636,9907.0,0.0,4.372299382716049e-09,
1637,9913.0,0.0,4.3699845679012345e-09,
1638,9919.0,0.0,4.36766975308642e-09,
1639,9925.0,0.0,4.365354938271605e-09,
1640,9931.0,0.0,4.36304012345679e-09,
1641,9937.0,0.0,4.3607253086419755e-09,
1642,9943.0,0.0,4.358410493827161e-09,
1643,9949.0,0.0,4.356095679012345e-09,
1644,9955.0,0.0,4.3537808641975304e-09,
1645,9961.0,0.0,4.351466049382716e-09,
1646,9967.0,0.0,4.349151234567902e-09,
1647,9973.0,0.0,4.346836419753086e-09,
1648,9979.0,0.0,4.3445216049382715e-09,
1649,9985.0,0.0,4.342206790123457e-09,
1650,9993.0,0.0,4.33912037037037e-09,
1651,9997.0,0.0,4.337577160493827e-09,
1652,10003.0,0.0,4.3352623456790125e-09,
1653,10009.0,0.0,4.332947530864198e-09,
1654,10015.0,0.0,4.330632716049383e-09,
1655,10021.0,0.0,4.3283179012345674e-09,
1656,10027.0,0.0,4.326003086419753e-09,
1657,10033.0,0.0,4.323688271604939e-09,
1658,10039.0,0.0,4.321373456790123e-09,
1659,10045.0,0.0,4.3190586419753085e-09,
1660,10051.0,0.0,4.316743827160494e-09,
1661,10057.0,0.0,4.314429012345679e-09,
1662,10063.0,0.0,4.312114197530864e-09,
1663,10069.0,0.0,4.3097993827160495e-09,
1664,10075.0,0.0,4.307484567901235e-09,
1665,10081.0,0.0,4.30516975308642e-09,
1666,10087.0,0.0,4.3028549382716044e-09,
1667,10093.0,0.0,4.30054012345679e-09,
1668,10099.0,0.0,4.298225308641976e-09,
1669,10105.0,0.0,4.295910493827161e-09,
1670,10111.0,0.0,4.2935956790123454e-09,
1671,10117.0,0.0,4.291280864197531e-09,
1672,10123.0,0.0,4.288966049382716e-09,
1673,10129.0,0.0,4.286651234567901e-09,
1674,10135.0,0.0,4.2843364197530865e-09,
1675,10141.0,0.0,4.282021604938272e-09,
1676,10147.0,0.0,4.279706790123457e-09,
1677,10153.0,0.0,4.2773919753086414e-09,
1678,10159.0,0.0,4.275077160493827e-09,
1679,10165.0,0.0,4.272762345679013e-09,
1680,10171.0,0.0,4.270447530864198e-09,
1681,10177.0,0.0,4.2681327160493824e-09,
1682,10183.0,0.0,4.265817901234568e-09,
1683,10189.0,0.0,4.263503086419753e-09,
1684,10195.0,0.0,4.261188271604938e-09,
1685,10201.0,0.0,4.2588734567901235e-09,
1686,10207.0,0.0,4.256558641975309e-09,
1687,10213.0,0.0,4.254243827160494e-09,
1688,10219.0,0.0,4.251929012345678e-09,
1689,10225.0,0.0,4.2496141975308645e-09,
1690,10231.0,0.0,4.24729938271605e-09,
1691,10237.0,0.0,4.244984567901235e-09,
1692,10243.0,0.0,4.2426697530864194e-09,
1693,10249.0,0.0,4.240354938271605e-09,
1694,10255.0,0.0,4.23804012345679e-09,
1695,10261.0,0.0,4.235725308641975e-09,
1696,10267.0,0.0,4.2334104938271605e-09,80.0
1697,10273.0,0.0,4.231095679012346e-09,
1698,10279.0,0.0,4.228780864197531e-09,
1699,10285.0,0.0,4.226466049382716e-09,
1700,10291.0,0.0,4.2241512345679015e-09,
1701,10297.0,0.0,4.221836419753087e-09,
1702,10303.0,0.0,4.219521604938272e-09,
1703,10309.0,0.0,4.2172067901234564e-09,
1704,10315.0,0.0,4.214891975308642e-09,
1705,10321.0,0.0,4.212577160493827e-09,
1706,10327.0,0.0,4.210262345679012e-09,
1707,10333.0,0.0,4.2079475308641975e-09,
1708,10339.0,0.0,4.205632716049383e-09,
1709,10345.0,0.0,4.203317901234568e-09,
1710,10351.0,0.0,4.201003086419753e-09,
1711,10359.0,0.0,4.197916666666667e-09,
1712,10363.0,0.0,4.196373456790124e-09,
1713,10369.0,0.0,4.194058641975309e-09,
1714,10375.0,0.0,4.191743827160494e-09,
1715,10381.0,0.0,4.189429012345679e-09,
1716,10387.0,0.0,4.187114197530864e-09,
1717,10393.0,0.0,4.184799382716049e-09,
1718,10399.0,0.0,4.1824845679012344e-09,
1719,10405.0,0.0,4.18016975308642e-09,
1720,10411.0,0.0,4.177854938271605e-09,
1721,10417.0,0.0,4.17554012345679e-09,
1722,10423.0,0.0,4.1732253086419755e-09,
1723,10429.0,0.0,4.170910493827161e-09,
1724,10435.0,0.0,4.168595679012346e-09,
1725,10443.0,0.0,4.165509259259259e-09,
1726,10449.0,0.0,4.163194444444445e-09,
1727,10455.0,0.0,4.160879629629629e-09,
1728,10461.0,0.0,4.158564814814815e-09,
1729,10467.0,0.0,4.15625e-09,
1730,10473.0,0.0,4.153935185185185e-09,
1731,10477.0,0.0,4.152391975308642e-09,
1732,10483.0,0.0,4.150077160493827e-09,
1733,10491.0,0.0,4.146990740740741e-09,
1734,10497.0,0.0,4.144675925925926e-09,
1735,10501.0,0.0,4.143132716049383e-09,
1736,10507.0,0.0,4.140817901234568e-09,
1737,10515.0,0.0,4.137731481481481e-09,
1738,10519.0,0.0,4.136188271604938e-09,
1739,10525.0,0.0,4.133873456790123e-09,
1740,10531.0,0.0,4.1315586419753084e-09,
1741,10537.0,0.0,4.129243827160494e-09,
